Name,Team,Level,Age,IP,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
"Yan De La Cruz","PHI","R","18-20",109.2,0.3038674,1.15277778,0.10144928,0.48115942,0.4173913,0.19444444,0.03472222,0.53551913,0.18579235,0.27868852,0.24547804,163,611,774,"sa739470"
"Isaac Castro","MEX","AAA","20-23",84.1,0.37037037,0.95833333,0.2114094,0.38590604,0.40268456,0.19166667,0.09166667,0.46254072,0.21824104,0.31921824,0.06337558,594,905,1499,"sa739472"
"Yohailys Millord","SEA","R","19-21",60.2,0.30635838,0.87837838,0.15243902,0.39634146,0.45121951,0.25675676,0.02702703,0.47159091,0.20454545,0.32386364,0.24792013,243,358,601,"sa739521"
"Engerberg Rosales","LAA","R","17-18",26.2,0.26865672,0.58974359,0.08823529,0.33823529,0.57352941,0.33333333,0.02564103,0.51470588,0.20588235,0.27941176,0.24567474,140,149,289,"sa739523"
"Joaquin De La Cruz","MIL","A,R","19-22",163.2,0.3306288,2.0483871,0.19057816,0.54389722,0.26552463,0.25806452,0.01612903,0.46963563,0.27530364,0.25506073,0.29326187,299,1007,1306,"sa739539"
"Spencer Trygg","LAA","A,A+,R","23-24",55.1,0.39086294,1.29850746,0.20207254,0.4507772,0.34715026,0.11940299,0.04477612,0.385,0.235,0.38,0.18896321,198,400,598,"sa739557"
"Felipe Perez","ARI","A-,R","19-20",130.2,0.31828442,1.72222222,0.19672131,0.50819672,0.29508197,0.21428571,0.07142857,0.49777778,0.21555556,0.28666667,0.23674912,153,696,849,"sa739563"
"Luis Ysla","SFG","A,A+,AA,AAA,R","21-27",551.2,0.33355007,1.10899654,0.20998056,0.4154245,0.37459494,0.22145329,0.08823529,0.42767296,0.24654088,0.32578616,0.13709381,2968,5187,8155,"sa739569"
"Lenix Osuna","LAD","A,A+,AAA,R","17-23",137.1,0.35024155,0.87755102,0.18343195,0.3816568,0.43491124,0.23809524,0.08163265,0.44101124,0.29213483,0.26685393,0.17430556,484,956,1440,"sa739579"
"Daniel McGrath","BOS","A,A-,A+,AA,AAA,R","18-24",641,0.28297632,0.81242236,0.1733711,0.37053824,0.45609065,0.26956522,0.05714286,0.45424658,0.27068493,0.27506849,0.13580925,3446,5655,9101,"sa739598"
"Jakub Izold","CIN","R","19-20",37.1,0.39130435,1.94117647,0.2248062,0.51162791,0.26356589,0.14705882,0.05882353,0.42553191,0.23404255,0.34042553,0.21453287,61,228,289,"sa739616"
"Willian Soto","LAD","A,R","17-21",110.1,0.36158192,1.61616162,0.20552147,0.49079755,0.30368098,0.18181818,0.08080808,0.47076023,0.25730994,0.27192982,0.10526316,491,972,1463,"sa739645"
"Sean Wardour","MIL","R","21-21",19.2,0.43076923,1.42857143,0.22727273,0.45454545,0.31818182,0.14285714,0.04761905,0.43283582,0.26865672,0.29850746,0.24516129,32,123,155,"sa739646"
"Sam Holland","SDP","A,A-,A+,AA,R","19-23",236.2,0.27108434,1.53271028,0.15179969,0.51330203,0.33489828,0.1728972,0.06074766,0.37777778,0.26518519,0.35703704,0.16991748,768,1898,2666,"sa739649"
"Tripp Davis","KCR","A,A+,AA,R","22-24",137.1,0.32794457,1.28378378,0.19905213,0.45023697,0.3507109,0.18243243,0.06756757,0.46952596,0.24604966,0.28442438,0.1786859,335,913,1248,"sa739650"
"Jean Ramirez","NYY","R","20-23",92,0.28787879,1.09345794,0.11811024,0.46062992,0.42125984,0.26168224,0.01869159,0.42857143,0.2518797,0.31954887,0.2369146,227,499,726,"sa739651"
"Ryan Wertenberger","MIA","A,A-,A+,R","23-24",80.1,0.37593985,1.54878049,0.19923372,0.48659004,0.31417625,0.23170732,0.09756098,0.43065693,0.20072993,0.36861314,0.17599068,257,601,858,"sa739658"
"Corey Gorman","TOR","R","22-22",37.2,0.30357143,1.20930233,0.12037037,0.48148148,0.39814815,0.1627907,0,0.47321429,0.28571429,0.24107143,0.248,64,186,250,"sa739660"
"Lewis Alezones","PHI","A-,R","17-19",82,0.24166667,1.20224719,0.14782609,0.46521739,0.38695652,0.20224719,0.04494382,0.47736626,0.29218107,0.23045267,0.21400264,247,510,757,"sa739663"
"Joe Lovecchio","TOR","A,A-,R","22-23",56,0.34636872,1.64285714,0.16853933,0.51685393,0.31460674,0.21428571,0.07142857,0.46703297,0.26923077,0.26373626,0.20714286,99,321,420,"sa739665"
"Phil Kish","TOR","A,A-,A+,R","23-25",162.2,0.31163708,2.34351145,0.09690722,0.63298969,0.27010309,0.15267176,0.05343511,0.45275591,0.23425197,0.31299213,0.24786325,234,936,1170,"sa739666"
"Anthony Usui","TOR","A-,A+,R","23-24",46,0.29655172,1.52272727,0.20143885,0.48201439,0.31654676,0.13636364,0.11363636,0.47297297,0.22972973,0.2972973,0.28888889,55,260,315,"sa739667"
"Eric Fredrick","TBR","R","23-23",28,0.27058824,1.48148148,0.1625,0.5,0.3375,0.33333333,0,0.35714286,0.22619048,0.41666667,0.20673077,56,152,208,"sa739668"
"Josh Guyer","MIN","R","19-21",80,0.32936508,1.44047619,0.16326531,0.49387755,0.34285714,0.11904762,0.07142857,0.45348837,0.21705426,0.32945736,0.21076923,191,459,650,"sa739671"
"Leonel Zazueta","MIN","R","18-19",37,0.34645669,1.34090909,0.176,0.472,0.352,0.15909091,0.04545455,0.48837209,0.20930233,0.30232558,0.24671053,90,214,304,"sa739672"
"Isaac Moncion","CIN","R","17-19",28,0.36363636,1.25806452,0.16666667,0.46428571,0.36904762,0.22580645,0.03225806,0.5,0.19318182,0.30681818,0.25084746,119,176,295,"sa739679"
"Melvin Morla","NYY","A+,R","20-22",129,0.31280788,1.1,0.16,0.44,0.4,0.19375,0.06875,0.41204819,0.24578313,0.34216867,0.2048401,414,743,1157,"sa739680"
"Scarlyn Reyes","NYM","A,A-,A+,AA,R","23-27",430,0.30775194,1.58690176,0.1875,0.49841772,0.31408228,0.19647355,0.0604534,0.46248086,0.2388974,0.29862175,0.14567669,1848,3472,5320,"sa739684"
"Fiyeral Charlis","WSN","R","18-19",44,0.30894309,0.546875,0.175,0.29166667,0.53333333,0.28125,0.03125,0.40944882,0.22834646,0.36220472,0.33243243,100,270,370,"sa739685"
"Bobby Hillier","ARI","R","23-23",33.1,0.3592233,1.225,0.13592233,0.47572816,0.38834951,0.175,0.075,0.44339623,0.23584906,0.32075472,0.22727273,78,208,286,"sa739700"
"Armando Rivero","CHC","A,A+,AA,AAA","25-30",228,0.2953668,0.87962963,0.16460905,0.3909465,0.44444444,0.24074074,0.0787037,0.41535433,0.23228346,0.3523622,0.15022363,1422,2379,3801,"sa739701"
"Pablo Gonzalez","LAD","R","22-22",25,0.26760563,1.37931034,0.04166667,0.55555556,0.40277778,0.24137931,0.06896552,0.45205479,0.28767123,0.26027397,0.19811321,71,141,212,"sa739703"
"Naoki Hashimoto","CLE","R","23-24",19,0.35483871,1.61111111,0.20338983,0.49152542,0.30508475,0.16666667,0,0.53968254,0.25396825,0.20634921,0.17894737,80,110,190,"sa739704"
"Scott Harkin","MIL","AAA,R","21-27",100,0.31724138,1.37623762,0.16955017,0.48096886,0.34948097,0.23762376,0.08910891,0.39464883,0.22073579,0.38461538,0.09453376,535,1020,1555,"sa739706"
"Van Grouw","ARI","A+,AAA,R","22-23",80.2,0.34412955,0.82568807,0.1877551,0.36734694,0.44489796,0.22018349,0.05504587,0.32677165,0.2519685,0.42125984,0.18666667,155,520,675,"sa739715"
"Jake Sanchez","CHW","A,A+,AA,AAA,R","23-33",609.1,0.31910112,1.2048,0.20530565,0.43425606,0.36043829,0.2048,0.08,0.45541223,0.23051038,0.3140774,0.13417816,2562,5487,8049,"sa739743"
"Sean Furney","ARI","A,A+,AA,R","22-24",324,0.31599229,2.32421875,0.16568627,0.58333333,0.25098039,0.2109375,0.07421875,0.49051233,0.21347249,0.29601518,0.15085389,876,2286,3162,"sa739747"
"Greg Terhune","LAA","R","21-21",28.1,0.4,2.08333333,0.22916667,0.52083333,0.25,0.20833333,0,0.52475248,0.22772277,0.24752475,0.22167488,30,173,203,"sa739749"
"Kyle Grana","STL","A,A-,A+,R","22-26",181,0.28368794,1.07407407,0.1641791,0.43283582,0.40298507,0.27777778,0.01234568,0.33411765,0.22588235,0.44,0.17741935,784,1572,2356,"sa739757"
"Christian Perdomo","BOS","R","19-20",37.1,0.29245283,1.175,0.14705882,0.46078431,0.39215686,0.15,0.05,0.38317757,0.27102804,0.34579439,0.23631124,134,213,347,"sa739759"
"Yael Regalado","TBR","R","20-22",27.1,0.30952381,1.08108108,0.09411765,0.47058824,0.43529412,0.10810811,0.08108108,0.63218391,0.16091954,0.20689655,0.26633166,32,167,199,"sa739764"
"Cale Wine","TOR","R","22-22",27,0.39175258,1.92307692,0.21649485,0.51546392,0.26804124,0.15384615,0.07692308,0.43434343,0.26262626,0.3030303,0.17816092,26,148,174,"sa739766"
"Dean Aldridge","DET","A-,R","18-22",58.1,0.34161491,1.42307692,0.17647059,0.48366013,0.33986928,0.17307692,0.01923077,0.43558282,0.20858896,0.35582822,0.22712934,215,419,634,"sa739770"
"Algenis Soto","LAD","R","17-20",74,0.30508475,1.10344828,0.16055046,0.44036697,0.39908257,0.27586207,0.01149425,0.5193133,0.20171674,0.27896996,0.24242424,173,388,561,"sa739774"
"Ryan Mattes","KCR","R","22-22",23.2,0.25423729,1,0.06451613,0.46774194,0.46774194,0.10344828,0.13793103,0.43548387,0.19354839,0.37096774,0.40625,17,143,160,"sa739775"
"Ryan Doran","ARI","A,A-,A+,AA,R","22-24",304,0.30345572,0.90818859,0.16322089,0.39825898,0.43852013,0.20843672,0.05459057,0.47624076,0.25448786,0.26927138,0.22478898,422,1829,2251,"sa739776"
"Micah Kellogg","DET","A-,A+,R","23-25",82.2,0.23265306,1.33707865,0.12236287,0.5021097,0.37552743,0.24719101,0.06741573,0.47011952,0.19123506,0.33864542,0.19789842,143,428,571,"sa739790"
"Rohimard Carrillo","SEA","R","18-21",146.1,0.28054299,1.12195122,0.16746411,0.44019139,0.3923445,0.2195122,0.03658537,0.5,0.22146119,0.27853881,0.28838174,192,772,964,"sa739793"
"Bernardo Reyes","LAD","A,R","17-20",135,0.33574879,1.12987013,0.19012346,0.42962963,0.38024691,0.22727273,0.1038961,0.46352941,0.23294118,0.30352941,0.23951613,328,912,1240,"sa739830"
"Tyler Spurlin","MIL","A,A+,AA,R","22-28",181,0.29198473,2.52941176,0.17485265,0.5913556,0.23379175,0.11764706,0.05042017,0.39508507,0.20604915,0.39886578,0.1299008,722,1395,2117,"sa739833"
"Brandon Lee","STL","A,A-,R","22-23",72.2,0.35064935,1.26666667,0.09734513,0.50442478,0.39823009,0.2,0.04444444,0.46382979,0.20851064,0.32765957,0.19230769,139,485,624,"sa739846"
"Corey Rhoney","KCR","R","22-22",21.1,0.29310345,1.17391304,0.15254237,0.45762712,0.38983051,0.17391304,0.08695652,0.38333333,0.26666667,0.35,0.3081761,33,126,159,"sa739875"
"Ismael Viloria","COL","R","18-20",73.2,0.3127572,1.63095238,0.05957447,0.58297872,0.35744681,0.1547619,0.03571429,0.47773279,0.16194332,0.36032389,0.26094891,142,406,548,"sa739876"
"Tom Jameson","ARI","A,A+,R","21-23",129.1,0.3002611,1.30597015,0.18897638,0.45931759,0.35170604,0.2238806,0.05970149,0.4025641,0.24615385,0.35128205,0.24327122,212,754,966,"sa739877"
"Estarlin Arias","STL","A,A+,AA,R","19-24",178.1,0.33007813,1.03535354,0.19880716,0.40755467,0.39363817,0.30808081,0.04545455,0.48944338,0.22072937,0.28982726,0.16806331,672,1476,2148,"sa739879"
"Kevin Ferguson","HOU","A-,R","21-22",30.2,0.27472527,1.56666667,0.14444444,0.52222222,0.33333333,0.16666667,0.16666667,0.52083333,0.17708333,0.30208333,0.22047244,83,171,254,"sa739944"
"Rigobert Urena","STL","R","18-19",41,0.27131783,0.88709677,0.04878049,0.44715447,0.50406504,0.17741935,0.06451613,0.51111111,0.18518519,0.3037037,0.21276596,120,209,329,"sa739959"
"Joe Flattery","DET","A-,R","22-22",14.2,0.34146341,0.94117647,0.175,0.4,0.425,0.29411765,0,0.43902439,0.34146341,0.2195122,0.39423077,17,87,104,"sa740099"
"Yoel De Jesus","CIN","R","18-20",97.1,0.33333333,1.23275862,0.11604096,0.48805461,0.39590444,0.21551724,0.03448276,0.42765273,0.21221865,0.36012862,0.27112232,230,563,793,"sa740107"
"David Jones","CIN","R","19-20",56.1,0.35416667,1.26865672,0.15083799,0.47486034,0.37430168,0.17910448,0.02985075,0.47179487,0.14871795,0.37948718,0.25641026,157,350,507,"sa740115"
"Brent Bonvillain","KCR","R","22-22",28.1,0.36842105,2.72222222,0.22988506,0.56321839,0.20689655,0.22222222,0.05555556,0.4,0.24210526,0.35789474,0.275,63,177,240,"sa740116"
"Delvin Hiciano","PIT","R","21-24",24.2,0.275,0.89189189,0.1025641,0.42307692,0.47435897,0.35135135,0.02702703,0.4691358,0.28395062,0.24691358,0.19662921,52,126,178,"sa740125"
"Dylan Hawkins","STL","A-,R","20-21",63.2,0.28823529,0.725,0.1686747,0.34939759,0.48192771,0.2875,0.025,0.43604651,0.23255814,0.33139535,0.28205128,106,362,468,"sa740130"
"Merkis Montero","ARI","R","17-20",198,0.28474576,1.47236181,0.13074205,0.51766784,0.35159011,0.22613065,0.03015075,0.50753769,0.21440536,0.27805695,0.28893905,255,1074,1329,"sa740135"
"Carlos Felix","MEX","A,A+,AAA,R","17-23",245,0.33736397,2.04545455,0.19567827,0.54021609,0.26410564,0.19090909,0.11818182,0.5097589,0.23765786,0.25258324,0.10005685,1187,2331,3518,"sa740138"
"David Reid-Foley","LAD","A,A+,R","23-25",115.1,0.30724638,0.92307692,0.14772727,0.40909091,0.44318182,0.16025641,0.09615385,0.44044321,0.26315789,0.29639889,0.1707113,351,844,1195,"sa740295"
"Joel Cabrera","PHI","R","19-21",181.1,0.29042904,1.13692946,0.12414966,0.46598639,0.40986395,0.18672199,0.02904564,0.52373159,0.21603928,0.26022913,0.24708171,108,920,1028,"sa740305"
"Luis Ivan Rodriguez","MEX","AAA","16-22",338,0.33184258,1.13915094,0.18288288,0.43513514,0.38198198,0.20754717,0.08726415,0.44658494,0.24343257,0.30998249,0.07827715,1895,3445,5340,"sa740428"
"Jairo Beras","TEX","A,A+,AA","22-24",110.2,0.28469751,0.728,0.23131673,0.32384342,0.44483986,0.232,0.08,0.39862543,0.29553265,0.30584192,0.14533205,839,1239,2078,"sa740444"
"Omar Luis","NYY","A,R","20-22",99.1,0.29152542,1.19417476,0.19285714,0.43928571,0.36785714,0.21359223,0.04854369,0.42666667,0.21333333,0.36,0.18227009,479,728,1207,"sa740520"
"Yei Almonte","DET","R","17-20",178.1,0.30377668,1.52912621,0.10327022,0.54216867,0.3545611,0.17961165,0.01456311,0.4679803,0.31034483,0.22167488,0.20934112,266,933,1199,"sa740609"
"Jonathan Minier","PIT","A-,R","23-25",66.2,0.29651163,1.35849057,0.21383648,0.45283019,0.33333333,0.41509434,0,0.4244186,0.20348837,0.37209302,0.18181818,307,496,803,"sa740611"
"Edgar Gomez","TBR","A,A-,AAA,R","20-26",346.2,0.33075601,1.13695652,0.18219634,0.43510815,0.38269551,0.19565217,0.06521739,0.44426624,0.23736969,0.31836407,0.11684674,1787,3211,4998,"sa740804"
"Carlos Lora","SDP","R","21-22",50.2,0.26708075,0.80263158,0.11038961,0.3961039,0.49350649,0.30263158,0.02631579,0.47560976,0.21341463,0.31097561,0.25409836,89,277,366,"sa740810"
"Leonardo De La Cruz","CHW","R","19-23",175.2,0.32494759,1.7037037,0.18526786,0.51339286,0.30133929,0.32592593,0.00740741,0.45684211,0.20631579,0.33684211,0.3326432,376,1073,1449,"sa740811"
"Luis Ledo","CHW","A,A+,AA,AAA,R","18-28",405,0.30803975,1.67164179,0.18636364,0.50909091,0.30454545,0.21791045,0.09253731,0.4819701,0.21723835,0.30079156,0.15690665,2224,3582,5806,"sa740812"
"Pedro Diaz","TOR","R","18-20",49,0.23357664,0.85245902,0.1171875,0.40625,0.4765625,0.31147541,0.04918033,0.50359712,0.24460432,0.25179856,0.24020888,120,263,383,"sa740814"
"Leybi Martinez","BAL","R","18-21",90.2,0.30943396,1.29166667,0.12,0.496,0.384,0.30208333,0,0.44106464,0.19391635,0.36501901,0.24968474,292,501,793,"sa740882"
"Phillip Ortiz","OAK","R","18-21",41.2,0.32380952,0.95238095,0.18,0.4,0.42,0.19047619,0.02380952,0.55238095,0.21904762,0.22857143,0.24537037,184,248,432,"sa740962"
"Jose Lopez","DET","A-,R","18-22",88.2,0.33088235,2.27272727,0.16923077,0.57692308,0.25384615,0.18181818,0.01515152,0.42435424,0.25092251,0.32472325,0.28652482,178,527,705,"sa741018"
"Josh Davis","CHC","A,A-,A+,R","22-23",55.2,0.3626943,1.4516129,0.17837838,0.48648649,0.33513514,0.14516129,0.06451613,0.49746193,0.25888325,0.24365482,0.22384428,83,328,411,"sa741181"
"Galvi Moscat","MIA","R","22-22",16.2,0.36065574,0.73333333,0.16129032,0.35483871,0.48387097,0.16666667,0.06666667,0.53968254,0.23809524,0.22222222,0.15686275,15,87,102,"sa741337"
"Jonathan Van Eaton","LAA","R","22-22",19,0.29166667,1.5625,0.19607843,0.49019608,0.31372549,0.1875,0.1875,0.62745098,0.11764706,0.25490196,0.39583333,20,124,144,"sa741353"
"Gabriel Rosario","MIN","R","18-19",25.2,0.375,0.95238095,0.07865169,0.4494382,0.47191011,0.16666667,0.07142857,0.51648352,0.21978022,0.26373626,0.21296296,70,146,216,"sa741489"
"Randolph Perez","MIN","R","19-21",99,0.27675277,0.95726496,0.1124031,0.43410853,0.45348837,0.31623932,0.00854701,0.45255474,0.22262774,0.32481752,0.30661578,225,561,786,"sa741490"
"Raul Wallace","CIN","R","23-23",18,0.2195122,1.06666667,0.225,0.4,0.375,0.4,0.06666667,0.33333333,0.16666667,0.5,0.15309446,122,185,307,"sa741552"
"Ender Machuca","BOS","R","19-19",12.1,0.27906977,0.89473684,0.12195122,0.41463415,0.46341463,0.21052632,0.10526316,0.48888889,0.26666667,0.24444444,0.19191919,32,67,99,"sa741702"
"Johan Juan","TEX","A,A-,A+,R","19-23",183.2,0.28360958,1.27040816,0.16195857,0.46892655,0.36911488,0.19897959,0.05612245,0.42391304,0.22644928,0.34963768,0.21979356,421,1226,1647,"sa741938"
"Daniel Missaki","SEA","A,R","17-19",106,0.31690141,1.67816092,0.16785714,0.52142857,0.31071429,0.2183908,0.04597701,0.5,0.21724138,0.28275862,0.31884058,129,630,759,"sa741947"
"Carlos Balboa","MEX","AAA","17-20",85.2,0.32876712,0.82170543,0.20068027,0.36054422,0.43877551,0.21705426,0.10077519,0.47540984,0.26557377,0.25901639,0.06891981,618,891,1509,"sa742180"
"Jon Fitzsimmons","KCR","A,A+,AA,R","21-25",79.2,0.28019324,1.16049383,0.15865385,0.45192308,0.38942308,0.20987654,0.07407407,0.38967136,0.27230047,0.33802817,0.18477252,365,712,1077,"sa742508"
"Wagner Disla","CHC","R","17-19",18.1,0.30909091,1,0.19298246,0.40350877,0.40350877,0.26086957,0.17391304,0.44067797,0.27118644,0.28813559,0.21666667,76,104,180,"sa742530"
"Davide Anselmi","CIN","R","18-19",18,0.38181818,0.95,0.27777778,0.35185185,0.37037037,0.1,0.05,0.41071429,0.33928571,0.25,0.36241611,35,114,149,"sa743085"
"Troy Neiman","COL","A,A-,A+,AA","22-26",302,0.28484848,1.12974684,0.16397516,0.44347826,0.39254658,0.24050633,0.07594937,0.47380952,0.24404762,0.28214286,0.1977085,1201,2552,3753,"sa743088"
"Osiris Ramirez","LAD","R","17-21",179,0.32867133,0.97021277,0.14259259,0.42222222,0.43518519,0.17446809,0.05957447,0.43910806,0.23670669,0.32418525,0.19187243,613,1331,1944,"sa743855"
"Ronaldo Marrero","PHI","R","19-21",26.1,0.25641026,1.52173913,0.26582278,0.44303797,0.29113924,0.26086957,0.13043478,0.48780488,0.17073171,0.34146341,0.32240437,43,140,183,"sa744254"
"Isaac Jimenez","MEX","AAA","17-23",205,0.33078101,1.11965812,0.2064,0.4192,0.3744,0.26495726,0.08547009,0.43605547,0.26810478,0.29583975,0.09065934,1264,2012,3276,"sa744295"
"Al Yevoli","CHC","A","23-23",20,0.37704918,1.31818182,0.15,0.48333333,0.36666667,0.13636364,0,0.45901639,0.13114754,0.40983607,0.22043011,48,138,186,"sa744731"
"Bryce Morrow","SDP","A-,A+,AA,AAA","25-28",313,0.312,1.00757576,0.20579421,0.3986014,0.3956044,0.17424242,0.07575758,0.43579767,0.26167315,0.30252918,0.09573003,1435,2921,4356,"sa745009"
"Angel Bautista","LAD","R","18-21",116.1,0.32702703,1.39344262,0.16809117,0.48433048,0.34757835,0.28688525,0.02459016,0.43967828,0.20643432,0.3538874,0.27752809,237,653,890,"sa745011"
"Starlyng Sanchez","HOU","R","18-20",99.1,0.33234421,1,0.09148265,0.45425868,0.45425868,0.24305556,0.02777778,0.43108504,0.26686217,0.30205279,0.25783476,126,576,702,"sa745013"
"Jesus Carrillo","MEX","AAA","21-24",112.1,0.33850129,1.43589744,0.2519685,0.44094488,0.30708661,0.16239316,0.1025641,0.41561713,0.32493703,0.25944584,0.06418122,886,1233,2119,"sa745946"
"Jamie Patterson","CHW","R","19-20",32.1,0.32142857,1.32432432,0.2037037,0.4537037,0.34259259,0.16216216,0.08108108,0.46551724,0.21551724,0.31896552,0.2107438,57,185,242,"sa746352"
"Yohan Tavarez","KCR","R","18-18",22.1,0.265625,1.57142857,0.08474576,0.55932203,0.3559322,0.28571429,0,0.421875,0.15625,0.421875,0.20714286,30,110,140,"sa746353"
"Roberto Paulino","SEA","R","19-20",35.1,0.27777778,0.4516129,0.11764706,0.2745098,0.60784314,0.20967742,0.03225806,0.37614679,0.29357798,0.33027523,0.19648094,148,193,341,"sa746932"
"Gabriel Henry","ATL","R","17-19",82.2,0.25306122,0.86725664,0.11344538,0.41176471,0.47478992,0.25663717,0.03539823,0.43824701,0.2749004,0.28685259,0.22782875,225,429,654,"sa747032"
"Rodrigo Benoit","MIL","A,A+,AA,R","19-25",305.2,0.34057971,1.02688172,0.19872476,0.40595112,0.39532412,0.25806452,0.06989247,0.43535354,0.25454545,0.31010101,0.15946667,1044,2706,3750,"sa747275"
"Jeris Casanova","NYY","R","19-20",30.2,0.38,0.7826087,0.13684211,0.37894737,0.48421053,0.17391304,0,0.27722772,0.35643564,0.36633663,0.26337449,64,179,243,"sa747283"
"Emerson Martinez","TEX","A,A-,A+,AA,R","18-24",503,0.3201041,1.60307018,0.22112861,0.47965879,0.2992126,0.21052632,0.08333333,0.46002538,0.21954315,0.32043147,0.13353072,2207,4548,6755,"sa747285"
"Tyler Gauthier","TBR","A-","21-22",12,0.37777778,1.23529412,0.13636364,0.47727273,0.38636364,0.17647059,0,0.44444444,0.26666667,0.28888889,0.23809524,18,66,84,"sa747329"
"Brody Greer","ARI","A,A-,R","22-25",79.2,0.30726257,1.01449275,0.20114943,0.40229885,0.39655172,0.15942029,0.07246377,0.44262295,0.2295082,0.32786885,0.31184211,205,555,760,"sa747416"
"Yhoan Acosta","HOU","R","18-22",131.1,0.34417344,1.03267974,0.14794521,0.43287671,0.41917808,0.2875817,0.05228758,0.46701847,0.21372032,0.31926121,0.3180593,268,845,1113,"sa747590"
"Francys Peguero","WSN","A,A-,A+,AA,R","19-26",377.1,0.28045326,1.09638554,0.18615529,0.42563143,0.38821328,0.23614458,0.10843373,0.48232094,0.25294651,0.26473255,0.14595661,1604,3466,5070,"sa748442"
"Mike Jeffreys","KCR","R","21-22",57.1,0.33898305,1.2,0.13483146,0.47191011,0.39325843,0.18571429,0.08571429,0.48087432,0.28415301,0.23497268,0.32568807,85,351,436,"sa748595"
"Jose Disla","TBR","A,A-,A+,AA,CPX,R","17-25",231.1,0.30163447,0.94501718,0.1577381,0.40922619,0.43303571,0.18900344,0.06185567,0.43459302,0.25726744,0.30813953,0.1738657,947,1808,2755,"sa748874"
"Crusito Mieses","LAA","R","16-20",141,0.34813084,0.97660819,0.18554217,0.40240964,0.41204819,0.23391813,0.02339181,0.46882217,0.24018476,0.29099307,0.24287975,375,889,1264,"sa748945"
"Pedro Silverio","CHC","A,A-,R","19-23",214.1,0.2897351,0.99588477,0.17657046,0.41086587,0.41256367,0.28395062,0.03292181,0.42528736,0.25123153,0.32348112,0.16808874,784,1560,2344,"sa749438"
"Nik Nowottnick","BAL","A,A-,A+,R","21-23",111,0.30623306,2.02040816,0.16147309,0.56090652,0.2776204,0.20408163,0.05102041,0.4691689,0.24128686,0.28954424,0.12835388,513,866,1379,"sa749808"
"Carlos Misell","SEA","A,A+,R","21-23",218.1,0.31091181,0.94982079,0.1988218,0.39027982,0.41089838,0.20071685,0.10752688,0.49213162,0.23032904,0.27753934,0.17891054,577,1424,2001,"sa750535"
"Jeferson Mejia","CHC","A,A-,R","18-24",278.1,0.30581867,1.25096525,0.18575419,0.45251397,0.36173184,0.22007722,0.06563707,0.46296296,0.23941799,0.29761905,0.16968266,1475,2338,3813,"sa751022"
"Jordan Elliott","PHI","R","23-23",10,0.17241379,0.85714286,0.10344828,0.4137931,0.48275862,0.21428571,0,0.31034483,0.31034483,0.37931034,0.23076923,5,47,52,"sa751801"
"Matt Alvarez","KCR","A,A+,AA,R","22-25",157.1,0.2988764,1.29487179,0.1826484,0.46118721,0.35616438,0.25641026,0.03846154,0.39555556,0.24,0.36444444,0.16363636,879,1321,2200,"sa752901"
"Jared Mortensen","TBR","A+,AA,AAA","25-29",307.1,0.28809524,0.89859155,0.20705882,0.37529412,0.41764706,0.2084507,0.08450704,0.42281106,0.21889401,0.35829493,0.10928617,1815,2934,4749,"sa753432"
"Jose Morel","CHC","R","18-20",99.1,0.32550336,1.35643564,0.14695341,0.49103943,0.36200717,0.23762376,0.02970297,0.45182724,0.2358804,0.31229236,0.2806574,217,574,791,"sa754711"
"Cam Booser","MIN","A,A+,AA,AAA,R","21-31",191.2,0.30735931,1.42105263,0.20173536,0.46854664,0.329718,0.18421053,0.13157895,0.44099379,0.24016563,0.31884058,0.17692828,1137,1819,2956,"sa754843"
"Adrian Burnside","TOR","AA,AAA","29-34",91.1,0.2810219,0.93421053,0.1741573,0.3988764,0.42696629,0.31578947,0.05263158,0.44262295,0.2295082,0.32786885,0.11431743,329,572,901,"sa75593"
"Tiago Da Silva","MEX","A+,AA,AAA","29-34",480.1,0.33285612,1.44820296,0.18162544,0.48409894,0.33427562,0.21987315,0.0782241,0.49012934,0.22804629,0.28182437,0.12184633,2342,4634,6976,"sa795086"
"Erasmo Pinales","HOU","A,A-,A+,AA,R","18-24",277,0.27707454,1.03378378,0.13876967,0.43776824,0.42346209,0.21621622,0.06081081,0.46153846,0.18818681,0.35027473,0.17386638,1336,2391,3727,"sa795280"
"Raul Carrillo","MEX","AAA","18-27",517.2,0.34119034,1.85446985,0.19377569,0.52378156,0.28244275,0.2037422,0.12474012,0.51568739,0.21277809,0.27153451,0.09476744,3409,5191,8600,"sa795710"
"Misael Siverio","SEA","AA,AAA","26-28",185.1,0.32844037,1.11557789,0.21892393,0.41187384,0.36920223,0.22613065,0.06030151,0.42625899,0.27877698,0.29496403,0.08645533,1126,1997,3123,"sa802747"
"Justin Choate","TBR","A-","22-22",40.2,0.32089552,0.84482759,0.15748031,0.38582677,0.45669291,0.13793103,0.03448276,0.4962406,0.23308271,0.27067669,0.28928571,38,242,280,"sa804363"
"Jesus Narvaez","STL","R","17-17",15,0.35087719,0.52941176,0.07142857,0.32142857,0.60714286,0.17647059,0,0.36842105,0.28070175,0.35087719,0.08571429,30,75,105,"sa822883"
